,ID,fold,exp_mean_loss,loss,accuracy,time
0,IR5,1,0.665419444,0.6596143245697021,0.7788333296775818,1302.1937181949615
1,IR5,2,0.665419444,0.6580638885498047,0.7760000228881836,1337.1799991130829
2,IR5,3,0.665419444,0.6827174425125122,0.7723333239555359,1395.885672569275
3,IR5,4,0.665419444,0.6606355309486389,0.777916669845581,1404.291737318039
4,IR5,5,0.665419444,0.6569342017173767,0.7791666388511658,1241.3251383304596
5,IR1,1,0.752965331,0.7245773673057556,0.7637500166893005,125.87989664077759
6,IR1,2,0.752965331,0.7193424701690674,0.7581666707992554,101.24457907676697
7,IR1,3,0.752965331,0.7799535989761353,0.7490000128746033,132.7983193397522
8,IR1,4,0.752965331,0.7895541191101074,0.7547500133514404,133.149578332901
9,IR1,5,0.752965331,0.736680805683136,0.7584166526794434,113.39149785041809
10,IR2,1,0.764699066,0.747384786605835,0.7414166927337646,832.1762397289276
11,IR2,2,0.764699066,0.7644043564796448,0.7336666584014893,785.685469865799
12,IR2,3,0.764699066,0.7545121908187866,0.7440833449363708,853.2603142261505
13,IR2,4,0.764699066,0.7944645881652832,0.7295833230018616,801.1115438938141
14,IR2,5,0.764699066,0.751024067401886,0.7450000047683716,855.2382464408875
15,IR3,1,0.789840353,0.802116870880127,0.7381666898727417,146.58816742897034
16,IR3,2,0.789840353,0.7961036562919617,0.7432500123977661,159.29599142074585
17,IR3,3,0.789840353,0.796321451663971,0.7306666374206543,126.01720905303955
18,IR3,4,0.789840353,0.7968423962593079,0.7358333468437195,147.29814839363098
19,IR3,5,0.789840353,0.768636167049408,0.746833324432373,120.78569674491882
20,IR4,1,0.796724355,0.8175875544548035,0.7266666889190674,306.2729685306549
21,IR4,2,0.796724355,0.8221086263656616,0.7275833487510681,298.98693084716797
22,IR4,3,0.796724355,0.8046194911003113,0.7279166579246521,289.0243158340454
23,IR4,4,0.796724355,0.7741650938987732,0.7423333525657654,268.99056816101074
24,IR4,5,0.796724355,0.7957260012626648,0.7273333072662354,234.06588888168335
25,OP1,1,0.691459954,0.6609023809432983,0.7932500243186951,336.89264822006226
26,OP1,2,0.691459954,0.7189907431602478,0.7805833220481873,335.1197922229767
27,OP1,3,0.691459954,0.7146614789962769,0.7803333401679993,362.9813714027405
28,OP1,4,0.691459954,0.7043620347976685,0.7830833196640015,391.96957564353943
29,OP1,5,0.691459954,0.7381083369255066,0.7689999938011169,353.67871952056885
30,OP2,1,0.700742364,0.7212260961532593,0.7683333158493042,723.9675662517548
31,OP2,2,0.700742364,0.7220812439918518,0.7727500200271606,836.9733989238739
32,OP2,3,0.700742364,0.7033573389053345,0.7705000042915344,761.4142894744873
33,OP2,4,0.700742364,0.7211757898330688,0.765333354473114,705.1383078098297
34,OP2,5,0.700742364,0.6956021189689636,0.7706666588783264,673.0313618183136
35,OP3,1,0.706633449,0.6794448494911194,0.7682499885559082,1820.8029069900513
36,OP3,2,0.706633449,0.6637901067733765,0.7743333578109741,1979.0410828590393
37,OP3,3,0.706633449,0.7321006059646606,0.7475833296775818,1605.3369636535645
38,OP3,4,0.706633449,0.6878989338874817,0.7699999809265137,1986.291480064392
39,OP3,5,0.706633449,0.6852331757545471,0.7619166374206543,1787.5550014972687
40,OP4,1,0.716466963,0.7622624635696411,0.7414166927337646,939.7249684333801
41,OP4,2,0.716466963,0.6791985630989075,0.7718333601951599,861.2819449901581
42,OP4,3,0.716466963,0.7517738342285156,0.7445833086967468,734.4491875171661
43,OP4,4,0.716466963,0.7075263857841492,0.7609999775886536,924.5535852909088
44,OP4,5,0.716466963,0.7315205931663513,0.7509999871253967,815.8919141292572
45,OP5,1,0.717452168,0.77374666929245,0.746999979019165,280.7460753917694
46,OP5,2,0.717452168,0.7471157312393188,0.7584999799728394,285.3595223426819
47,OP5,3,0.717452168,0.7342650294303894,0.7639166712760925,298.69064593315125
48,OP5,4,0.717452168,0.7557224035263062,0.765916645526886,351.47989320755005
49,OP5,5,0.717452168,0.7519403696060181,0.7558333277702332,311.5348687171936
